Invoice_ID,Customer_ID,Invoice_Date,Due_Date,Payment_Date,Amount_Billed,Discount,Amount_Received,Payment_Method,Salesperson_ID,Region,Is_Duplicate,Is_Leaked,Leakage_Type
INV02712,CUST0037,2023-12-10,2023-12-25,2024-01-23,8081,0.0,8081.0,Card,SP007,West,0,0,
INV02713,CUST0126,2023-12-17,2024-01-01,2024-01-16,42130,4213.0,37917.0,Bank Transfer,SP011,East,0,0,
INV02714,CUST0176,2023-11-30,2024-01-14,2024-01-21,14106,0.0,14106.0,UPI,SP020,South,0,0,
INV02715,CUST0136,2023-09-03,2023-10-03,,27361,0.0,0.0,Cash,SP005,East,0,1,Missing Payment
INV02716,CUST0145,2023-06-07,2023-07-07,2023-08-02,18881,0.0,18881.0,UPI,SP015,East,0,0,
INV02717,CUST0107,2023-04-18,2023-05-03,2023-05-31,27831,0.0,27831.0,Cash,SP008,East,0,0,
INV02718,CUST0163,2023-07-17,2023-08-16,2023-08-16,47723,0.0,46468.4,Cash,SP019,East,0,1,Underpayment
INV02719,CUST0179,2023-10-01,2023-10-16,2023-10-16,34011,0.0,31607.53,Cash,SP019,South,0,1,Underpayment
INV02720,CUST0182,2023-12-04,2024-01-18,2024-01-14,33702,0.0,33702.0,Bank Transfer,SP008,West,0,0,
INV02721,CUST0145,2023-01-16,2023-02-15,2023-02-17,33981,0.0,33981.0,Cash,SP017,North,0,0,
INV02722,CUST0099,2023-07-11,2023-07-26,2023-07-22,5662,0.0,5662.0,Cash,SP003,West,0,0,
INV02723,CUST0119,2023-06-27,2023-08-11,2023-08-07,30511,7627.75,22883.25,Cash,SP003,West,0,0,
INV02724,CUST0100,2023-11-02,2023-11-17,2023-11-17,26881,0.0,26881.0,Bank Transfer,SP012,North,1,1,Duplicate
INV02725,CUST0122,2023-07-19,2023-08-03,2023-08-22,12222,0.0,12222.0,UPI,SP011,East,0,0,
INV02726,CUST0159,2023-04-12,2023-05-12,2023-05-10,11940,0.0,11940.0,Bank Transfer,SP009,East,0,0,
INV02727,CUST0125,2023-06-26,2023-07-26,2023-07-29,9544,0.0,9544.0,Bank Transfer,SP007,North,0,0,
INV02728,CUST0076,2023-11-03,2023-12-18,2023-12-17,38518,0.0,38518.0,Bank Transfer,SP017,East,0,0,
INV02729,CUST0064,2023-05-08,2023-06-07,2023-06-07,40298,0.0,40298.0,UPI,SP010,East,0,0,
INV02730,CUST0053,2023-01-28,2023-02-12,2023-02-08,5511,0.0,5511.0,UPI,SP001,West,0,0,
INV02731,CUST0021,2023-02-07,2023-03-09,2023-03-09,36786,5517.9,31268.1,Bank Transfer,SP015,West,0,0,
INV02732,CUST0143,2023-07-22,2023-08-06,2023-08-13,17270,3454.0,13816.0,Card,SP011,North,0,0,
INV02733,CUST0071,2023-11-23,2023-12-23,2023-12-21,33030,3303.0,29727.0,Bank Transfer,SP020,West,0,0,
INV02734,CUST0073,2023-09-06,2023-09-21,2023-09-21,32527,0.0,32527.0,Bank Transfer,SP011,North,0,0,
INV02735,CUST0032,2023-10-02,2023-10-17,2023-10-14,42355,0.0,42355.0,Card,SP012,South,0,0,
INV02736,CUST0081,2023-11-07,2023-12-22,2024-01-07,26658,0.0,26658.0,UPI,SP014,East,0,0,
INV02737,CUST0102,2023-01-30,2023-02-14,2023-02-11,37806,0.0,37806.0,UPI,SP010,East,0,0,
INV02738,CUST0145,2023-09-04,2023-10-19,2023-10-18,31998,0.0,31998.0,UPI,SP005,West,0,0,
INV02739,CUST0017,2023-04-20,2023-05-05,,49145,0.0,0.0,Bank Transfer,SP004,South,0,1,Missing Payment
INV02740,CUST0183,2023-10-21,2023-11-05,2023-11-02,22084,0.0,22084.0,Cash,SP012,East,0,0,
INV02741,CUST0021,2023-12-04,2024-01-03,2024-01-25,25529,0.0,25529.0,UPI,SP016,West,0,0,
INV02742,CUST0140,2023-02-22,2023-03-09,2023-03-08,35932,0.0,35932.0,Card,SP013,South,0,0,
INV02743,CUST0141,2023-05-31,2023-06-15,2023-06-15,35412,0.0,35412.0,Card,SP006,North,0,0,
INV02744,CUST0196,2023-05-15,2023-06-14,2023-06-11,35632,0.0,35632.0,Bank Transfer,SP002,North,0,0,
INV02745,CUST0014,2023-12-26,2024-02-09,2024-02-09,49529,0.0,49529.0,Bank Transfer,SP016,North,0,0,
INV02746,CUST0011,2023-02-18,2023-03-05,2023-03-01,5987,0.0,5987.0,Bank Transfer,SP005,East,0,0,
INV02747,CUST0083,2023-01-16,2023-02-15,2023-02-15,42146,10536.5,29604.25,Card,SP001,East,0,1,Underpayment
INV02748,CUST0127,2023-02-22,2023-03-09,2023-03-27,37602,9400.5,28201.5,Card,SP018,North,0,0,
INV02749,CUST0011,2023-01-31,2023-02-15,2023-03-06,30444,0.0,30444.0,UPI,SP007,South,0,0,
INV02750,CUST0150,2023-02-28,2023-03-30,2023-03-28,7818,0.0,7818.0,Cash,SP003,East,0,0,
INV02751,CUST0131,2023-04-22,2023-05-07,2023-05-06,29892,0.0,29892.0,Bank Transfer,SP005,North,0,0,
INV02752,CUST0161,2023-05-16,2023-06-30,2023-06-30,19241,5401.04,13839.96,Cash,SP009,East,0,1,Over-discount
INV02753,CUST0131,2023-09-23,2023-10-23,2023-10-23,46291,12620.12,33670.88,Bank Transfer,SP020,East,0,1,Over-discount
INV02754,CUST0086,2023-05-09,2023-05-24,2023-05-20,48290,4829.0,43461.0,Cash,SP013,North,0,0,
INV02755,CUST0167,2023-11-06,2023-12-06,2023-12-04,11820,0.0,11820.0,UPI,SP015,West,0,0,
INV02756,CUST0053,2023-04-01,2023-04-16,,33750,0.0,0.0,UPI,SP013,North,0,1,Missing Payment
INV02757,CUST0191,2023-11-10,2023-11-25,2023-11-23,32894,0.0,32894.0,Cash,SP007,East,0,0,
INV02758,CUST0093,2023-10-05,2023-11-04,2023-11-05,5386,0.0,5386.0,Bank Transfer,SP019,East,0,0,
INV02759,CUST0056,2023-04-27,2023-06-11,2023-06-11,29816,0.0,29816.0,Cash,SP001,South,1,1,Duplicate
INV02760,CUST0047,2023-10-21,2023-11-20,2023-11-17,47889,0.0,47889.0,Card,SP013,East,0,0,
INV02761,CUST0118,2023-02-18,2023-03-20,2023-03-17,23061,0.0,23061.0,Bank Transfer,SP016,West,0,0,
INV02762,CUST0144,2023-03-23,2023-05-07,2023-05-06,44979,0.0,44979.0,Bank Transfer,SP003,North,0,0,
INV02763,CUST0001,2023-10-01,2023-10-16,2023-10-12,42653,0.0,42653.0,UPI,SP001,East,0,0,
INV02764,CUST0001,2023-08-16,2023-09-15,2023-09-13,9861,1479.15,8381.85,Card,SP019,South,0,0,
INV02765,CUST0025,2023-11-05,2023-11-20,,39763,0.0,0.0,Bank Transfer,SP007,West,0,1,Missing Payment
INV02766,CUST0190,2023-05-30,2023-06-29,2023-06-29,22430,0.0,20210.04,Cash,SP014,North,0,1,Underpayment
INV02767,CUST0077,2023-05-28,2023-06-12,2023-06-11,25860,0.0,25860.0,Cash,SP005,East,0,0,
INV02768,CUST0117,2023-06-18,2023-07-03,2023-07-03,17997,0.0,15923.22,UPI,SP016,South,0,1,Underpayment
INV02769,CUST0004,2023-08-19,2023-09-03,2023-09-03,29829,0.0,28586.64,Bank Transfer,SP015,East,0,1,Underpayment
INV02770,CUST0070,2023-11-20,2023-12-05,2023-12-05,20589,0.0,20589.0,Card,SP003,South,0,0,
INV02771,CUST0056,2023-04-19,2023-05-04,2023-05-07,36511,0.0,36511.0,Card,SP001,North,0,0,
INV02772,CUST0128,2023-09-25,2023-10-25,2023-10-25,24796,0.0,23653.97,Card,SP006,North,0,1,Underpayment
INV02773,CUST0148,2023-02-28,2023-03-15,2023-04-13,47881,0.0,47881.0,UPI,SP009,East,0,0,
INV02774,CUST0185,2023-09-08,2023-10-08,2023-10-05,40139,0.0,40139.0,Cash,SP001,East,0,0,
INV02775,CUST0049,2023-03-25,2023-04-09,2023-04-09,12464,3116.0,9348.0,Card,SP001,North,0,0,
INV02776,CUST0145,2023-11-17,2023-12-17,2023-12-14,14461,2892.2,11568.8,Card,SP008,North,0,0,
INV02777,CUST0074,2023-02-06,2023-03-08,2023-03-06,32354,0.0,32354.0,Cash,SP015,West,0,0,
INV02778,CUST0140,2023-07-28,2023-08-12,2023-08-19,30405,0.0,30405.0,Cash,SP018,South,0,0,
INV02779,CUST0083,2023-03-30,2023-05-14,2023-05-14,11903,2795.49,9107.51,Cash,SP014,South,0,1,Over-discount
INV02780,CUST0149,2023-02-01,2023-03-03,2023-02-28,24542,0.0,24542.0,Card,SP012,East,0,0,
INV02781,CUST0038,2023-07-11,2023-08-25,2023-08-21,15131,0.0,15131.0,Card,SP012,West,0,0,
INV02782,CUST0023,2023-08-11,2023-09-25,2023-09-25,33640,0.0,33640.0,Bank Transfer,SP011,East,0,0,
INV02783,CUST0166,2023-02-01,2023-03-03,2023-03-03,22032,0.0,22032.0,Bank Transfer,SP002,East,1,1,Duplicate
INV02784,CUST0130,2023-04-27,2023-06-11,2023-06-17,34654,0.0,34654.0,Cash,SP018,South,0,0,
INV02785,CUST0147,2023-07-22,2023-08-06,,11259,0.0,0.0,Card,SP003,West,0,1,Missing Payment
INV02786,CUST0029,2023-12-01,2024-01-15,2024-01-15,41556,0.0,41556.0,UPI,SP017,North,0,0,
INV02787,CUST0148,2023-03-12,2023-03-27,2023-03-27,13347,0.0,11338.46,Bank Transfer,SP008,East,0,1,Underpayment
INV02788,CUST0126,2023-08-08,2023-08-23,2023-08-27,27542,0.0,27542.0,Cash,SP018,West,0,0,
INV02789,CUST0134,2023-08-14,2023-09-28,2023-10-18,9403,0.0,9403.0,Bank Transfer,SP019,East,0,0,
INV02790,CUST0192,2023-10-12,2023-11-11,,41660,0.0,0.0,UPI,SP008,West,0,1,Missing Payment
INV02791,CUST0040,2023-01-21,2023-03-07,2023-03-03,5111,0.0,5111.0,UPI,SP017,North,0,0,
INV02792,CUST0127,2023-11-03,2023-11-18,2023-11-14,46120,0.0,46120.0,Cash,SP008,West,0,0,
INV02793,CUST0078,2023-12-29,2024-01-13,2024-01-12,35067,0.0,35067.0,UPI,SP007,North,0,0,
INV02794,CUST0005,2023-06-23,2023-07-08,2023-07-06,35261,0.0,35261.0,UPI,SP007,South,0,0,
INV02795,CUST0199,2023-07-02,2023-08-16,2023-08-12,12169,0.0,12169.0,UPI,SP009,West,0,0,
INV02796,CUST0031,2023-09-01,2023-10-01,2023-09-28,32757,0.0,32757.0,Card,SP001,East,0,0,
INV02797,CUST0088,2023-10-12,2023-11-11,2023-11-07,21246,2124.6,19121.4,Bank Transfer,SP010,West,0,0,
INV02798,CUST0159,2023-01-16,2023-03-02,2023-03-20,7543,1131.45,6411.55,UPI,SP016,North,0,0,
INV02799,CUST0128,2023-08-20,2023-09-19,2023-10-06,9522,952.2,8569.8,UPI,SP009,West,0,0,
INV02800,CUST0099,2023-07-28,2023-09-11,2023-09-11,35473,0.0,35473.0,Card,SP019,East,1,1,Duplicate
INV02801,CUST0176,2023-02-03,2023-03-05,2023-03-05,35716,13616.76,22099.239999999998,Card,SP002,West,0,1,Over-discount
INV02802,CUST0195,2023-08-30,2023-09-14,2023-10-10,20782,0.0,20782.0,Cash,SP018,North,0,0,
INV02803,CUST0022,2023-10-08,2023-10-23,2023-10-20,28331,0.0,28331.0,UPI,SP015,West,0,0,
INV02804,CUST0192,2023-05-09,2023-06-08,2023-06-06,33531,0.0,33531.0,Card,SP002,East,0,0,
INV02805,CUST0080,2023-07-15,2023-08-29,2023-09-21,10381,2595.25,7785.75,Card,SP007,West,0,0,
INV02806,CUST0025,2023-01-09,2023-01-24,2023-01-20,30357,0.0,30357.0,Bank Transfer,SP019,North,0,0,
INV02807,CUST0130,2023-06-27,2023-07-27,2023-07-23,46598,0.0,46598.0,Bank Transfer,SP015,East,0,0,
INV02808,CUST0179,2023-07-04,2023-08-18,2023-08-18,29680,8500.5,21179.5,UPI,SP009,North,0,1,Over-discount
INV02809,CUST0179,2023-09-17,2023-11-01,2023-10-29,46258,0.0,46258.0,Bank Transfer,SP015,East,0,0,
INV02810,CUST0042,2023-09-28,2023-10-13,2023-10-13,40886,0.0,40886.0,Cash,SP014,North,0,0,
INV02811,CUST0176,2023-09-05,2023-09-20,2023-09-20,37806,0.0,37806.0,Bank Transfer,SP016,West,1,1,Duplicate
INV02812,CUST0064,2023-09-07,2023-09-22,2023-10-14,21312,3196.8,18115.2,Bank Transfer,SP013,North,0,0,
INV02813,CUST0078,2023-01-14,2023-01-29,2023-01-25,42019,0.0,42019.0,Cash,SP019,West,0,0,
INV02814,CUST0059,2023-06-12,2023-07-27,2023-07-23,45430,0.0,45430.0,UPI,SP004,South,0,0,
INV02815,CUST0036,2023-10-19,2023-11-03,2023-10-30,32738,0.0,32738.0,UPI,SP015,West,0,0,
INV02816,CUST0094,2023-05-30,2023-07-14,2023-07-14,41679,0.0,39281.72,UPI,SP017,East,0,1,Underpayment
INV02817,CUST0163,2023-03-16,2023-04-30,2023-05-16,29605,0.0,29605.0,Card,SP016,North,0,0,
INV02818,CUST0072,2023-04-21,2023-05-21,2023-05-19,12015,0.0,12015.0,Card,SP003,North,0,0,
INV02819,CUST0023,2023-09-26,2023-10-26,2023-10-26,28194,0.0,28194.0,Cash,SP016,West,1,1,Duplicate
INV02820,CUST0130,2023-10-14,2023-10-29,2023-10-29,34954,0.0,32315.22,UPI,SP001,South,0,1,Underpayment
INV02821,CUST0023,2023-07-09,2023-08-23,2023-08-22,16480,0.0,16480.0,Bank Transfer,SP015,East,0,0,
INV02822,CUST0143,2023-03-28,2023-04-27,2023-04-26,31663,4749.45,26913.55,UPI,SP006,West,0,0,
INV02823,CUST0030,2023-02-15,2023-04-01,2023-04-01,12116,0.0,12116.0,Bank Transfer,SP007,South,0,0,
INV02824,CUST0077,2023-06-13,2023-06-28,2023-06-28,9507,0.0,9507.0,Card,SP001,East,1,1,Duplicate
INV02825,CUST0016,2023-09-04,2023-10-19,2023-10-15,43135,0.0,43135.0,UPI,SP017,East,0,0,
INV02826,CUST0150,2023-10-21,2023-12-05,2023-12-03,25955,0.0,25955.0,Cash,SP005,East,0,0,
INV02827,CUST0063,2023-08-26,2023-09-25,2023-09-22,39889,0.0,39889.0,Bank Transfer,SP016,West,0,0,
INV02828,CUST0123,2023-09-09,2023-09-24,2023-09-20,37881,0.0,37881.0,Bank Transfer,SP013,North,0,0,
INV02829,CUST0038,2023-03-20,2023-05-04,2023-05-04,25943,8346.84,17596.16,Bank Transfer,SP003,West,0,1,Over-discount
INV02830,CUST0132,2023-08-11,2023-08-26,2023-08-23,15832,3166.4,12665.6,Bank Transfer,SP008,West,0,0,
INV02831,CUST0161,2023-08-24,2023-09-23,2023-09-23,26307,0.0,23852.64,Cash,SP014,North,0,1,Underpayment
INV02832,CUST0193,2023-10-09,2023-11-08,2023-11-08,30189,0.0,27968.72,Cash,SP013,North,0,1,Underpayment
INV02833,CUST0050,2023-09-27,2023-11-11,2023-12-06,27448,6862.0,20586.0,Cash,SP013,West,0,0,
INV02834,CUST0156,2023-05-25,2023-06-09,2023-06-07,19319,0.0,19319.0,Bank Transfer,SP016,West,0,0,
INV02835,CUST0166,2023-12-03,2024-01-17,2024-01-17,38368,9195.71,29172.29,Bank Transfer,SP020,East,0,1,Over-discount
INV02836,CUST0128,2023-12-16,2023-12-31,2023-12-30,13724,2058.6,11665.4,UPI,SP014,North,0,0,
INV02837,CUST0144,2023-06-21,2023-07-06,2023-07-05,18336,0.0,18336.0,Bank Transfer,SP002,East,0,0,
INV02838,CUST0072,2023-11-09,2023-12-09,2023-12-09,7596,0.0,4775.98,Card,SP011,East,0,1,Underpayment
INV02839,CUST0138,2023-05-17,2023-07-01,2023-06-29,17134,0.0,17134.0,Cash,SP016,West,0,0,
INV02840,CUST0099,2023-10-10,2023-11-24,2023-11-23,22245,0.0,22245.0,Bank Transfer,SP016,East,0,0,
INV02841,CUST0024,2023-09-12,2023-10-27,2023-11-24,6622,0.0,6622.0,Cash,SP018,North,0,0,
INV02842,CUST0065,2023-05-12,2023-06-26,2023-06-30,36543,0.0,36543.0,Cash,SP010,South,0,0,
INV02843,CUST0081,2023-08-15,2023-09-14,2023-09-14,28707,0.0,28707.0,Bank Transfer,SP012,East,0,0,
INV02844,CUST0050,2023-07-24,2023-08-23,2023-09-21,30976,0.0,30976.0,Card,SP009,East,0,0,
INV02845,CUST0154,2023-10-20,2023-11-19,2023-11-19,23371,0.0,20969.010000000002,Bank Transfer,SP020,South,0,1,Underpayment
INV02846,CUST0198,2023-03-25,2023-05-09,,19281,0.0,0.0,Bank Transfer,SP012,East,0,1,Missing Payment
INV02847,CUST0053,2023-06-30,2023-07-30,2023-07-31,46972,9394.4,37577.6,Bank Transfer,SP004,East,0,0,
INV02848,CUST0164,2023-09-19,2023-10-04,2023-09-30,9257,0.0,9257.0,Cash,SP006,West,0,0,
INV02849,CUST0096,2023-10-01,2023-10-16,2023-10-16,33931,12441.76,21489.239999999998,Card,SP009,West,0,1,Over-discount
INV02850,CUST0138,2023-11-29,2023-12-29,2023-12-29,48773,0.0,46793.85,Cash,SP020,North,0,1,Underpayment
INV02851,CUST0065,2023-12-05,2023-12-20,2023-12-19,6971,1045.65,5925.35,Card,SP001,North,0,0,
INV02852,CUST0049,2023-10-31,2023-11-30,2023-11-26,49518,0.0,49518.0,Card,SP018,East,0,0,
INV02853,CUST0131,2023-10-15,2023-11-29,2023-12-08,48395,0.0,48395.0,Bank Transfer,SP009,North,0,0,
INV02854,CUST0110,2023-07-12,2023-08-26,2023-08-25,47641,0.0,47641.0,UPI,SP016,West,0,0,
INV02855,CUST0100,2023-12-31,2024-01-30,2024-01-30,11506,0.0,11506.0,Bank Transfer,SP006,North,0,0,
INV02856,CUST0093,2023-03-21,2023-04-05,2023-04-02,16170,0.0,16170.0,UPI,SP009,North,0,0,
INV02857,CUST0141,2023-12-03,2024-01-17,2024-01-16,40178,0.0,40178.0,Bank Transfer,SP004,West,0,0,
INV02858,CUST0053,2023-10-31,2023-11-15,2023-11-11,18778,4694.5,14083.5,UPI,SP001,North,0,0,
INV02859,CUST0087,2023-06-25,2023-08-09,2023-08-22,8956,2239.0,6717.0,Cash,SP010,West,0,0,
INV02860,CUST0062,2023-08-29,2023-09-13,2023-09-10,8675,0.0,8675.0,Cash,SP018,East,0,0,
INV02861,CUST0061,2023-10-16,2023-10-31,2023-10-28,48923,0.0,48923.0,Cash,SP008,South,0,0,
INV02862,CUST0099,2023-11-25,2023-12-10,2023-12-29,27380,5476.0,21904.0,UPI,SP006,North,0,0,
INV02863,CUST0147,2023-03-12,2023-04-26,2023-04-26,16066,3936.3,12129.7,Cash,SP016,North,0,1,Over-discount
INV02864,CUST0025,2023-04-16,2023-05-01,2023-05-01,22153,0.0,22153.0,Bank Transfer,SP008,West,0,0,
INV02865,CUST0157,2023-08-08,2023-08-23,,16687,0.0,0.0,Bank Transfer,SP009,North,0,1,Missing Payment
INV02866,CUST0001,2023-09-17,2023-10-02,2023-10-31,38701,0.0,38701.0,Cash,SP014,West,0,0,
INV02867,CUST0115,2023-03-11,2023-03-26,2023-03-26,9474,0.0,7888.84,UPI,SP003,West,0,1,Underpayment
INV02868,CUST0183,2023-06-29,2023-07-29,2023-08-19,12862,0.0,12862.0,Bank Transfer,SP013,West,0,0,
INV02869,CUST0006,2023-06-08,2023-07-23,2023-07-20,7035,0.0,7035.0,Bank Transfer,SP016,West,0,0,
INV02870,CUST0135,2023-06-15,2023-07-15,2023-07-15,44386,0.0,41841.21,UPI,SP016,West,0,1,Underpayment
INV02871,CUST0114,2023-06-14,2023-07-29,2023-07-29,44726,0.0,44726.0,Cash,SP005,North,1,1,Duplicate
INV02872,CUST0154,2023-01-22,2023-03-08,2023-03-08,29230,0.0,27575.48,Card,SP006,West,0,1,Underpayment
INV02873,CUST0054,2023-11-26,2023-12-11,2023-12-12,17125,0.0,17125.0,Cash,SP013,East,0,0,
INV02874,CUST0064,2023-02-15,2023-04-01,2023-03-31,28057,0.0,28057.0,Bank Transfer,SP013,West,0,0,
INV02875,CUST0007,2023-05-25,2023-07-09,2023-07-07,6637,0.0,6637.0,Bank Transfer,SP003,West,0,0,
INV02876,CUST0183,2023-03-25,2023-04-09,2023-04-05,26518,3977.7,22540.3,Cash,SP012,West,0,0,
INV02877,CUST0006,2023-06-29,2023-07-29,2023-07-26,44374,0.0,44374.0,Card,SP014,North,0,0,
INV02878,CUST0112,2023-03-11,2023-04-10,2023-04-10,12485,0.0,12485.0,Bank Transfer,SP009,East,1,1,Duplicate
INV02879,CUST0067,2023-08-05,2023-09-04,2023-09-28,30469,0.0,30469.0,Bank Transfer,SP008,South,0,0,
INV02880,CUST0010,2023-06-01,2023-07-01,2023-07-27,21087,0.0,21087.0,UPI,SP008,North,0,0,
INV02881,CUST0182,2023-05-28,2023-06-12,2023-06-09,17943,0.0,17943.0,UPI,SP009,North,0,0,
INV02882,CUST0135,2023-10-08,2023-11-07,2023-11-07,34974,5246.1,28161.22,Bank Transfer,SP010,South,0,1,Underpayment
INV02883,CUST0112,2023-12-03,2024-01-02,2024-01-06,33368,0.0,33368.0,Bank Transfer,SP014,East,0,0,
INV02884,CUST0043,2023-07-24,2023-09-07,2023-09-30,31563,0.0,31563.0,Bank Transfer,SP003,North,0,0,
INV02885,CUST0147,2023-06-10,2023-07-25,2023-07-24,20648,5162.0,15486.0,Bank Transfer,SP010,West,0,0,
INV02886,CUST0109,2023-10-17,2023-11-01,2023-11-01,18786,0.0,18786.0,UPI,SP007,North,0,0,
INV02887,CUST0018,2023-11-07,2023-11-22,2023-11-19,26264,0.0,26264.0,Bank Transfer,SP018,North,0,0,
INV02888,CUST0200,2023-01-04,2023-02-03,2023-02-14,6499,1299.8,5199.2,Cash,SP006,South,0,0,
INV02889,CUST0137,2023-09-23,2023-10-08,2023-10-06,26260,0.0,26260.0,UPI,SP011,South,0,0,
INV02890,CUST0197,2023-10-02,2023-11-01,2023-10-29,44499,0.0,44499.0,UPI,SP017,North,0,0,
INV02891,CUST0101,2023-05-29,2023-06-13,2023-06-13,11218,0.0,11218.0,UPI,SP016,South,1,1,Duplicate
INV02892,CUST0034,2023-02-27,2023-03-14,2023-03-14,18073,7221.19,10851.810000000001,Cash,SP019,East,0,1,Over-discount
INV02893,CUST0119,2023-09-25,2023-10-10,2023-10-31,48809,0.0,48809.0,Bank Transfer,SP004,South,0,0,
INV02894,CUST0042,2023-01-25,2023-03-11,2023-03-28,24843,0.0,24843.0,UPI,SP003,West,0,0,
INV02895,CUST0035,2023-11-30,2023-12-15,2023-12-13,45110,0.0,45110.0,Card,SP017,West,0,0,
INV02896,CUST0174,2023-08-05,2023-09-04,2023-09-02,8743,0.0,8743.0,Card,SP017,West,0,0,
INV02897,CUST0166,2023-11-21,2024-01-05,2024-01-15,10475,0.0,10475.0,Card,SP009,West,0,0,
INV02898,CUST0043,2023-10-09,2023-11-23,2023-11-19,16221,0.0,16221.0,Bank Transfer,SP002,South,0,0,
INV02899,CUST0019,2023-05-06,2023-06-20,2023-06-18,31675,0.0,31675.0,Cash,SP004,West,0,0,
INV02900,CUST0098,2023-07-24,2023-08-23,2023-08-19,35635,0.0,35635.0,Cash,SP001,East,0,0,
INV02901,CUST0125,2023-05-24,2023-06-08,2023-06-08,25130,0.0,23806.89,Bank Transfer,SP014,South,0,1,Underpayment
INV02902,CUST0116,2023-05-18,2023-07-02,2023-06-29,29883,0.0,29883.0,Bank Transfer,SP010,West,0,0,
INV02903,CUST0063,2023-12-13,2023-12-28,2023-12-25,27852,0.0,27852.0,Bank Transfer,SP015,East,0,0,
INV02904,CUST0125,2023-07-06,2023-08-05,2023-08-02,44103,0.0,44103.0,Card,SP012,South,0,0,
INV02905,CUST0119,2023-08-28,2023-09-12,2023-09-12,44127,0.0,43389.53,UPI,SP008,South,0,1,Underpayment
INV02906,CUST0164,2023-04-05,2023-04-20,2023-04-20,45382,0.0,43804.29,Cash,SP002,East,0,1,Underpayment
INV02907,CUST0120,2023-07-17,2023-08-16,2023-08-16,22352,5588.0,16764.0,Card,SP003,East,0,0,
INV02908,CUST0091,2023-09-10,2023-10-25,2023-10-21,43774,0.0,43774.0,Card,SP002,West,0,0,
INV02909,CUST0018,2023-03-02,2023-04-01,2023-04-10,38691,3869.1,34821.9,Bank Transfer,SP010,South,0,0,
INV02910,CUST0003,2023-01-07,2023-01-22,2023-01-21,37486,0.0,37486.0,Cash,SP002,North,0,0,
INV02911,CUST0131,2023-01-13,2023-01-28,2023-01-27,22013,5503.25,16509.75,Cash,SP001,West,0,0,
INV02912,CUST0104,2023-01-30,2023-03-01,2023-03-08,37277,0.0,37277.0,Card,SP012,East,0,0,
INV02913,CUST0073,2023-07-12,2023-08-11,2023-08-11,43233,0.0,43233.0,UPI,SP015,West,1,1,Duplicate
INV02914,CUST0111,2023-08-27,2023-10-11,2023-10-09,20721,0.0,20721.0,UPI,SP005,West,0,0,
INV02915,CUST0085,2023-03-18,2023-05-02,2023-05-02,24861,6215.25,18645.75,Card,SP009,South,0,0,
INV02916,CUST0037,2023-01-01,2023-01-16,2023-01-12,37490,0.0,37490.0,Card,SP009,West,0,0,
INV02917,CUST0057,2023-05-10,2023-05-25,2023-06-15,9389,0.0,9389.0,Cash,SP001,South,0,0,
INV02918,CUST0050,2023-12-15,2024-01-14,2024-01-11,8051,0.0,8051.0,Bank Transfer,SP014,South,0,0,
INV02919,CUST0110,2023-03-07,2023-04-21,2023-05-09,17767,0.0,17767.0,Cash,SP007,North,0,0,
INV02920,CUST0017,2023-06-08,2023-06-23,2023-06-23,11304,0.0,9444.27,Cash,SP016,North,0,1,Underpayment
INV02921,CUST0057,2023-06-04,2023-07-04,2023-07-02,44397,0.0,44397.0,Card,SP004,North,0,0,
INV02922,CUST0172,2023-01-30,2023-03-01,2023-03-22,42078,0.0,42078.0,Cash,SP016,East,0,0,
INV02923,CUST0148,2023-02-08,2023-03-25,2023-04-05,38706,0.0,38706.0,Cash,SP011,South,0,0,
INV02924,CUST0171,2023-12-03,2024-01-17,2024-01-16,46730,11682.5,35047.5,Cash,SP020,South,0,0,
INV02925,CUST0058,2023-11-19,2023-12-04,2023-12-18,28398,4259.7,24138.3,Card,SP009,East,0,0,
INV02926,CUST0131,2023-11-07,2023-12-07,2023-12-06,46901,7035.15,39865.85,Card,SP002,East,0,0,
INV02927,CUST0066,2023-06-15,2023-06-30,2023-06-30,27293,1364.65,23981.6,Bank Transfer,SP008,South,0,1,Underpayment
INV02928,CUST0119,2023-03-14,2023-03-29,2023-03-26,26618,0.0,26618.0,Cash,SP014,West,0,0,
INV02929,CUST0108,2023-01-03,2023-02-17,2023-02-23,37977,0.0,37977.0,Cash,SP003,South,0,0,
INV02930,CUST0042,2023-12-04,2024-01-18,2024-01-18,41734,0.0,41734.0,UPI,SP011,North,0,0,
INV02931,CUST0112,2023-08-15,2023-09-14,2023-09-13,9758,1463.7,8294.3,Bank Transfer,SP014,West,0,0,
INV02932,CUST0008,2023-12-26,2024-01-25,2024-01-25,26832,0.0,26832.0,UPI,SP010,South,0,0,
INV02933,CUST0125,2023-09-30,2023-10-30,2023-10-28,43006,0.0,43006.0,Bank Transfer,SP013,West,0,0,
INV02934,CUST0061,2023-04-02,2023-05-02,2023-05-16,10280,0.0,10280.0,Bank Transfer,SP011,South,0,0,
INV02935,CUST0154,2023-02-14,2023-03-16,2023-03-16,19088,0.0,17776.3,Card,SP003,North,0,1,Underpayment
INV02936,CUST0022,2023-02-04,2023-02-19,2023-02-17,43737,10934.25,32802.75,UPI,SP005,West,0,0,
INV02937,CUST0127,2023-07-21,2023-08-05,2023-08-26,19096,0.0,19096.0,Bank Transfer,SP002,North,0,0,
